SMILES,LogP
OC1CC2C(CC1)(C3CC(O)C4(C(CCC4(C3CC2)O)C=5CC(=O)OC=5)C)C,2.312
OC1CC2C(C3C(CC2)C4(CCC(C=5CC(=O)OC=5)C4(C)CC3)O)(CC1)C,4.471
O=S(=O)(OC1CCC2(C3CCC4(C(CCC4C=5CC(=O)OC=5)(C3CCC2C1)O)C)C)O,1.16
C1=2CC(=O)CCC1(C)C3CCC4(C)C(C3CC=2)CCC4=O,4.513
CC12C(CC(CC1)O)=CCC3C4C(C)(CCC23)C(CC4)=O,4.658
O=CC12C3CCC4(C(C=5CC(OC=5)=O)CCC4(O)C3CCC1(CC(O)CC2)O)C,2.084
C12CCC3(C)C(C1CCC4C2(CCC(=O)C4)C)CCC3=O,4.641
C12C(C3CCC(O)C3(C)CC1)CCC4C2(CCC(=O)C4)C,4.152
C12C(C3CCC(O)C3(C)CC1)CCC4C2(CCC(O)C4)C,5.479
C1CC(=O)CC2=C1C3CCC4(C(CCC4O)C3CC2)C,4.382
C1C(C(C2(C1C3C(C=4C(CC3)=CC(=CC=4)O)CC2)C)O)O,4.258
C1CC2(C)C(C3CCC4=CC(O)=CC=C4C13)CCC2=O,4.583
C1=2CCC3C4CCC(O)C4(CCC3C1=CC=C(C=2)O)C,5.444
C1CCC2(CCCC1(C)C2)C(N)=O,3.833
FC(F)(F)CNC(C12OCC3(C)C2(CCC3C1)C)=O,4.682
S1CCOC(C)=C1C(NC=2C=CC=CC=2)=O,2.752
C=1C=CC=CC=1C=2C(=CC=CC=2)NC(=O)C3=C(OCCS3)C,4.071
O=C(O)C=1C(C(=O)O)CC(C)CC=1C,3.207
O=C(O)C=1N2C(C(NC(C(O)C=3C=CC=CC=3)=O)C2=O)SCC=1C,2.494
CC(C)C(OC(C=1C=CC=CC=1)C(=O)NC2C3SCC(C)=C(C(O)=O)N3C2=O)=O,1.2496666666666667
O=C(O)C=1N2C(C(C2=O)NC(CC3=CC=CS3)=O)SCC=1C,1.764
C1(C(=NN(C=2C=CC=CC=2)C(=O)N1)C(NC(C3=CC=C(C=C3)O)NC4C5N(C(C(=O)O)=C(C)CS5)C4=O)=O)=O,2.478
O1C(C)=C(SCC1)C(=O)O,1.24
C=1C=CC=C(CCOC(C2=C(N=C3CC(C4=CC=CS4)CC(C3C2C=5C=C6C(=CC=5)OCO6)=O)C)=O)C=1,7.362
O1C(C)=C(C(N)=O)SCC1,0.0013333333333333346
C=1(C=CC=C(N2C(O)=C3CC(=C(C)CC3C2=O)C)C=1)Br,5.551
O=S1(=O)CCS(=O)(=O)C(=C1C)C,1.304
C1(=CC=C(S(=O)C)C=C1)C=C2C=3C(C(CC(=O)O)=C2C)=CC(F)=CC=3,4.328
C1CN1C=2C(C(=C(N3CC3)C(=O)C=2C)Br)=O,3.34
C1CN1C2=C(Cl)C(=O)C(=C(C2=O)C)N3CC3,2.755
CC1=C(C2=CC=CC=C2)CCN(C)C1,4.148
CC1(C)C2=C(C)CC(=O)C1C2,3.711
CC(C)C1C(=O)C=C(C)CC1,4.394
O=C1C(C)=CC(C=C1Br)=O,2.561
CC1=CC(C=C(C)C1=O)=O,2.533
C1=CC(C(C)=CC1=O)=O,1.283
CC1(C)CC(=O)C=C(C1)C,3.353
C1=C(C(C=2C(=CC=CC=2)C1=O)=O)C,3.741
FC(F)(F)C1(C(F)(F)F)C=C(N(C(C1C#N)=N)C2=CC=C(C=C2)C(N)=O)C,5.999
OCC1(CO)C(C)C=C(C)CC1C,3.728
CC1(C)C2CC1C(C=C2C)O,4.585
CC1(C)C2C=C(C)CCC12,5.882
CC(C)C1=CC=C(C)CC1,5.984999999999999
CC(C)=C1CC=C(C)CC1,6.139
CC(C)(O)C1CC=C(C)CC1,4.737
CC(C)(O)C1CC(O)C(=CC1)C,3.049
CC(C)C1=CCC(=CC1)C,6.433
CC(C)C1(O)CC=C(C)CC1,5.08
CC1(C)C2CC(=CCC12)C,5.71
CC1(C)OC=2C(C3CC(=CCC13)C)=C(O)C=C(NS(=O)(=O)C)C=2,4.591
CC1(C)C2C(C(C)=CCC12)=O,3.458
C=1C(C)CC(=CCC2CC(OC(=O)C=3C4(C(=CC=1)COC4C(C(C=3)C)O)O)CC5(CCC(C(O5)C)C)O2)C,6.666
CC1(C)C2CC1CC=C2C,6.532
CC1=CCCC2N=C3CCCC3C(=O)N12,2.737
C1C(CN1C(C2=CC=CC=C2)C3=CC=CC=C3)OC(=O)C4C(C(C(=O)OC(C)C)C(=NC4=N)C)C=5C=CC=C([N+]([O-])=O)C=5,6.723
C1=CC=CC=C1C2N=C(C)C(NC=3C2=CC(Cl)=CC=3)=O,4.132
C1(C)=NC2(CCC=CN2C(=O)C1)C,1.659
C1CCN=C1C,3.649
N=1CCNC=1C,2.025
C(N1C(C)=NCC1)CO,0.9253333333333335
O=C(N1N=C(CC1(O)C=2C=CC(=CC=2)Cl)C)C3=CC=CC=C3Cl,5.048
C=1N=CC(=CC=1)C=NN2C(NN=C(C)C2)=O,1.015
O=S1(=O)N=C(NC2=CC=CC(=C12)Cl)C,2.187
FC(F)(F)C=1C=C2C(=CC=1)NC(=NS2(=O)=O)C,2.998
O=S1(=O)C2=CC(=CC=C2NC(=N1)C)C,2.265
O=S1(=O)N=C(C)NC=2C1=CC(=C(N)C=2)Cl,2.448
O=S1(=O)C=2C(NC(C)=N1)=C(C=C(Cl)C=2)Br,2.988
O=S1(=O)C=2C(NC(C)=N1)=C(I)C=C(Cl)C=2,3.236
O=S1(=O)N=C(C)NC2=CC=C(C=C12)Cl,2.72
O=S1(=O)C2=CC(F)=CC=C2NC(C)=N1,2.142
O=S1(=O)N=C(C)NC2=CC=C(S(=O)(=O)N(C)C)C=C12,2.403
FC(F)(F)C1=CC=C2C(NC(=NS2(=O)=O)C)=C1,2.684
O=S1(=O)C2=CC=C(C=C2NC(C)=N1)C,1.967
O=S1(=O)N=C(C)NC2=CC(=CC=C12)Cl,1.754
O=S1(=O)N=C(NC2=C(C=CC=C12)C)C,2.045
O=S1(=O)N=C(C)NC=2C1=CC=CC=2,1.78
O=S1(=O)N=C(C)NC2=NC=CC=C12,1.509
O=S1(=O)C=2C(N(C)C(C)=N1)=NC=CC=2,1.643
O=S1(=O)C=2C(NC(C)=N1)=CC=NC=2,1.015
O=S1(=O)C2=NC=CC=C2NC(=N1)C,0.66
CC1C(C)N(C(C)C(C)N1N=O)N=O,1.962
C=1C=CC=C(C2C(N(C)CC(C=3C=CC=CC=3)(O)O2)C)C=1,3.594
O1CCN(N=O)C(C1C=2C=CC=CC=2)C,3.604
CC1(C)C2(C(C(C)C3C4(C(O)C(CC3)C(O)(C)C4)CC2O)CC1O)O,3.185
C=1C(C2C3CCC(O)(C)C3(C)CCC2C4CCC(CC=14)=O)C,3.118
C(C(C1=CC=C(Br)C=C1)=O)OC(C2=CC(N3C(=O)C4C(C(C)C=CC4)=C3O)=CC=C2)=O,6.897
CC1(C)CC(C)CC(C=2C=CC=CC=2)(C1)N3CCCCC3,7.1419999999999995
C1(CC(CC(=O)N1)CC(C2C(=O)C(C)CC(C)C2)O)=O,2.595
CC1CN(CC(C)C1)C(CSC2=NN=C(C3=CC=CC=C3)N2C)=O,5.23
C1(C)CN(CC(C)C1)N=O,3.051
CC1(C)CC(C)CC(C1)NC(=S)NCC=2C=3C=CC=CC=3SC=2,7.723
C1C2C(C)(C3C(C4CCC(O)C4(C)CC3)CC2)CC(C1=O)C,5.17
N1=C2CC(CC3=NOS(O1)=C23)C,3.179
CC(C)(C)C(=O)CC(C1C2C(C3CC(=C4CC(C=CC4(C3(C(O)CC2)F)C)=O)F)CC1C)=O,5.208
CC(C)(C)C(OCC(=O)C1(C(C)CC2C1(CC(C3(Cl)C4(C=C(C(=O)CC4=C(F)CC23)Cl)C)O)C)O)=O,5.964
C1(=C2C(C)(C3(C(CC4(C(C3C1)CC(C4(O)C(=O)CO)C)C)O)F)C=C(C(C2)=O)Cl)F,5.0
C1(=C2CC(=O)C=CC2(C)C3(C(CC4(C(C3C1)CC(C4(O)C(=O)CO)C)C)O)F)F,2.985
CC(C)(C)C(OCC(=O)C1(C2(C)C(CC1C)C3CC(F)=C4C(C)(C3(C(C2)O)F)C=CC(C4)=O)O)=O,5.589
C=1C2(C)C3(C(CC4(C(CC(C4(O)C(CCl)=O)C)C3CC=C2CC(=O)C=1)C)O)F,4.674
OCC1C(C(O)C(C(OCC(C2(C(C)CC3C2(CC(O)C4(F)C3CC=C5CC(=O)C=CC45C)C)O)=O)O1)O)O,1.973
CC(C)(C)NC(C1(C(CC2C3C(C(CC12C)O)(C4(C(CC(=O)C=C4)=CC3)C)F)C)O)=O,4.688
C=1C2(C)C3(C(CC4(C(O)(C(C)CC4C3CC=C2CC(=O)C=1)C(NC(C=5C=CC=CC=5)CO)=O)C)O)F,4.695
C1CCCCC1NC(C2(O)C3(C)CC(O)C4(C(CC=C5CC(=O)C=CC45C)C3CC2C)F)=O,4.263
N#CCNC(C1(O)C2(CC(C3(F)C4(C=CC(=O)CC4=CCC3C2CC1C)C)O)C)=O,3.363
C=1C2(C)C3(C(CC4(C(C(NCCCl)=O)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,4.261
C=1C2(C)C3(C(CC4(C(C(NCCO)=O)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,2.749
C=1C2(C)C3(C(CC4(C(C(NCCC5=CC=CC=C5)=O)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,5.008
[N+]([O-])(=O)C1=CC=C(CNC(C2(O)C3(CC(C4(F)C5(C=CC(=O)CC5=CCC4C3CC2C)C)O)C)=O)C=C1,4.946
C=1C2(C)C3(C(CC4(C(C(=O)NCC5=CC=CC=C5)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,4.307
C=1C2(C)C3(C(CC4(C(C(=O)N)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,3.031
C1(C)C=2C(C3(N)CC=CCC3C1)=CC=CC=2,5.361
C1(OC(=O)CC(OC2C3(C(C(CC4OC(=O)C(C)C24)C)CCC3=O)C)=O)C5(C(C(CC6OC(=O)C(C)C16)C)CCC5=O)C,2.593
C1=CC(C2(C3OC(C4(C)C(=O)OC(CC(C)C12)C34)(O)C)C)=O,1.73
C1CC(CCC1=O)C,2.313
C1(C)NC(CC1)=O,1.782
C1CC(C)N(C)C1=O,1.29
CC(C)C1C(=O)CC(CC1)C,4.937
CC(C)C1C(=O)CC(CC1)C.C(OC2=C(Cl)C(=C(C=C2)Cl)C)(C)C(=O)NC=3C=CC=CC=3,7.671
CC(C)C1C(CC(CC1)C)O,4.648
CC(C)C1CCC(CC1)C,7.4
CC1CCC(C)N1C(NC=2C=CC=CC=2)=O,3.834
C1CC(C)N(C1C)N=O,2.308
C1CC(C)OC1C,2.607
C1CC(CCC1NC(N(CCCl)N=O)=O)C,4.425
C1CCCCN1C2(CCC(CC2)C)C3=CC=CC=C3,7.04
C1CC(CCC12N=C(C(=O)N2CC(=O)NC=3C=C4OCCOC4=CC=3)C=5C=CC=CC=5)C,6.344
C1(C)C2C34OOC(CCC3C(C)CC2)(OC4OC1=O)C,5.622333333333334
C1C2(OC3C4(OO2)C(CCC(C)C4C1)C(C)C(O3)O)C,3.68
C1C2C(C)CCC3C(COC4OC(OOC234)(C)C1)C,4.385
C1C2(C)OC3C4(OO2)C(C(C)CCC4CC(=O)N3C)C1,4.535
C1C2(C)OC3C4(OO2)C(C(C)CCC4CC(=O)N3CC5=CC=C(C=C5)Cl)C1,6.136
C1(N2C(C)CCC=C2N(C)C=C1C(=O)N)=O,1.228
CC1CCCC(C)C1NC(=O)N(CCCl)N=O,4.34
C1(CCCC(C)C1NC(=O)N(CCCl)N=O)C.CCCCCCCCC2(C3=CC=NC=C3)C(NC(=O)CC2)=O,7.746
C1(C)CCCC(C)C1O,3.338
C1C(C)NC(CC1)C,2.757
O=S1(=O)C2=CC=CC=C2C(=O)C=3C1=CC(C(=O)OCC(=O)N4C(C)CCCC4C)=CC=3,5.436
C1(CCCC(C)N1C(=O)CSC=2N(CC=3C=CC=CC=3)C(C4=CC=CO4)=NN=2)C,7.183
C1C(C)N(C(CC1)C)N=O,2.649
C1CN(CCC1)C2(C3=CC=CC=C3)CCCC(C2)C,7.083
C1CCCC1C,4.692
C(C(O)CN1C2C1CCCC2C)N3C=NC=C3,2.487
C1CC(CCC1)C,4.99
C1CCCC(C)C1NC(COC(C2=COCCO2)=O)=O,4.489
C1CCCC(C)C1NC(COC2=NC=NC=3C=CC=CC2=3)=O,4.131
C1(N(C(=O)CCCCC(N2C(CCCC2)C)=O)CCCC1)C,4.87
C1=C(Cl)C(Cl)=CC=C1C(=O)OCCCN2CCCCC2C,6.038
C1C(N(CCC1)N=O)C,2.241
C1=C(Cl)C(OCC(=O)OCC(N2CCCC(C)C2)=O)=CC(Cl)=C1Cl,6.367
C1C(C)CCCN1N=O,2.556
C1(=O)N(C=2N=C(N(C=2C(=O)N1C)CCSC=3SC=4C(N=3)=CC=CC=4)N5CC(C)CCC5)C,6.581
C1CCC(C)N2C1=NC=C(C(N)=O)C2=O,1.485
C1=CC(N2C(CCCC2C)=N1)=O,2.456
C1CC(CCN1N=O)C,1.961
C=1(F)C(=CC=C(C(N=C2SC=3CC(CCC=3N2)C)=O)C=1)F,6.478
O=C(O)C=1C(=O)C=2C=C(C=C3CCC(C)N(C=1)C=23)F,3.116
FC(F)(F)C=1C=C(S(=O)(=O)NC(=N)N2CC(C)OC(C)C2)C=C(C=1)C(F)(F)F,5.866
C1C(C)OC(CN1C(=O)C2=CC(C3=CC=C4OCOC4=C3)=NC=5C=CC=CC2=5)C,5.795
C1N(C)C(=NC1C)N=C2NC=C([N+](=O)[O-])S2,4.115
CC1CN(CC(O1)(O)C2=CC=CC=C2)C,3.092
O=NN1CC(C)N(N=O)CC1C,1.491
C1(CN(CC(C)N1)N=O)C,2.084
C1(CN(CC(C)N1N=O)N=O)C,2.622
C1C(C)OC(CN1N=O)C,1.771
C1N(C=2C(F)=CC=3C(=O)C(=CN(C=4C(=CC(=CC=4)F)F)C=3C=2)C(=O)O)CCNC1C,1.827
C(#N)C(C#N)=CC=1C(N2C=CC=CC2=NC=1N3CC(C)OC(C)C3)=O,4.937
N1(C=2C(C3=CC=CC=C3C(=O)C=2)=O)CC1C,3.726
CC1CN=C(N=C2SC(=CN2)[N+]([O-])=O)N1,3.356
C1N=C(N(C)C1C)N=C2NC=C([N+](=O)[O-])S2,3.527
O1CC(C)OC1=O,0.846
C1=C(C=CC(OC=2C=C(C(C3(CN4N=CN=C4)OC(C)CO3)=CC=2)Cl)=C1)Cl,5.493
O1CC(C)N=C1N=C2NC=C([N+](=O)[O-])S2,3.008
C1C(C)N(CCO1)N=O,1.696
CC1(C)C=2C=C3C(COCC3C)=CC=2C(C)(C)C1C,7.339
C1CN(CCN1C)C=2C(F)=CC=3C(C(C(=O)O)=CN4C(C)COC=2C=34)=O,1.562
ClC(Cl)C(=O)N1C2=CC=CC=C2OCC1C,4.244
C1(N2C(C1NC(C(O)C=3C=CC=CC=3)=O)SCC(C)C2C(=O)O)=O,1.907
C=1C=C2C(=CC=1)CNC(C2)C,3.343
CC1(C)C(N=C(N=C2SC([N+]([O-])=O)=CN2)O1)C,3.544
O=C1N(C)C=2C(=CC(Cl)=CC=2)C(=NC1C)C=3C(Cl)=CC=CC=3,4.587
N1(CCNC1C)CCO,-0.447
O=S1(=O)C2=CC(S(=O)(=O)N)=C(C=C2NC(N1)C)Cl,1.364
C1(OC(OC(OC(O1)C)C)C)C,1.315
C1C(=COC1=O)C2C3(C(C4CCC5CC(CCC5(C)C4CC3)OC6OC(C)C(C(C6)OC=O)OC7OC(C)C(C(C7)OC=O)OC8CC(OC=O)C(C(C)O8)OC=O)(CC2OC=O)O)C,1.2885000000000002
C1(CC(C(C(C)O1)O)O)OC2C(OC(OC3C(OC(OC4CC5C(CC4)(C6CC(C7(C(CCC7C8COC(=O)C8)(O)C6CC5)C)O)C)CC3O)C)CC2O)C,-0.4325
C1(CC(C(C(C)O1)O)O)OC2C(OC(OC3C(OC(OC4CC5C(CC4)(C)C6CCC7(C(O)(CC(C7C=8CC(=O)OC=8)O)C6CC5)C)CC3O)C)CC2O)C,3.5854999999999997
C1C2(C(CCC3C2CCC4CC(CCC34C)OC5OC(C(OC6OC(C(OC7CC(C(C(C)O7)O)O)C(O)C6)C)C(C5)O)C)(C(C8COC(C8)=O)C1)C)O,4.6525
C1(OC2CC(O)C(C(C)O2)O)C(CC(OC1C)OC3CC4C(C)(C5C(CC4)C6(C(C(C=7CC(OC=7)=O)CC6)(CC5)C)O)CC3)O,4.035
OCC1OC(C(C(C1O)O)OC2OC(C)C(O)C(O)C2O)OC3=CC(O)=C4C(CC(OC4=C3)C5=CC=C(C=C5)O)=O,0.86
C1CC2(C(CCC2(C3CCC4=CC(OC5OC(C)C(O)C(O)C5O)CCC4(C)C13)O)C6=COC(=O)C=C6)C,3.818
OC12CC(CC(C1(CO)C3C(CC4(C(O)(C3CC2)CCC4C=5CC(OC=5)=O)C)O)O)OC6OC(C)C(O)C(O)C6O,-0.502
CC1C(C(O)CC(OC2CC3C(CC2)(C4CC(O)C5(C(CCC5(C4CC3)O)C=6CC(=O)OC=6)C)C)O1)O,2.394
C1(O)C(C=2CC(OC=2)=O)C3(C)C(O)(C4CCC5C(C)(C4CC3)CCC(C5)OC6CC(O)C(C(C)O6)O)C1,2.593
O(C1OC(C)C(O)C(O)C1O)C2CC3C(C)(C4C(CC3)C5(C(C(C=6CC(OC=6)=O)CC5)(CC4)C)O)CC2,3.5
CC1C(C(O)CC(OC2CC3C(C4C(CC3)C5(CCC(C=6CC(=O)OC=6)C5(C)CC4)O)(CC2)C)O1)O,3.762
O=CC12C3CCC4(C(C=5CC(OC=5)=O)CCC4(O)C3CCC2(CC(CC1)OC6OC(C)C(O)C(O)C6O)O)C,1.376
O=CC12C3CCC4(C(C=5CC(OC=5)=O)CCC4(O)C3CCC2(CC(OC6CC(O)C(C(C)O6)O)CC1)O)C,2.318
C1CC2(C(CCC(OC3OC(C)C(O)C(O)C3O)C2)(CO)C4CCC5(C(C=6CC(OC=6)=O)CCC5(O)C14)C)O,0.902
CN(C)C1C2C(O)C3C(C(=O)C2(O)C(C(C(=O)N)C1=O)=O)C(=O)C=4C(C3C)=CC=CC=4O,1.351
C=1C=CC=C2C=1C(N3CN(C(C)C3=N2)C)=O,3.812
N12CN(CCO)C(C)C1=NC=3C(=CC=CC=3)C2=O,0.252
C1(=CC=CC=C1)CCN2CN3C(=NC=4C(=CC=CC=4)C3=O)C2C,3.41
C1=CC(CN2CN3C(=NC=4C(=CC=CC=4)C3=O)C2C)=CC=C1,2.6872
CC1N(CN2C1=NC=3C(=CC=CC=3)C2=O)C=4C=CC=CC=4,3.478
CC(C)=CC,3.8890000000000002
C1(=CC(Cl)=CC=C1NC(=O)C(=CC)C)Cl,5.455
C(C)CC(=NOCC)C1C(=O)CC(C)(C(C)=CC)OC1=O,5.334
C(C)=C(C1=CC=C(C=C1)Cl)CC(NC(C)CC)=O,5.814
C1=CC(=CC=C1O)C(CC)C(C2=CC=C(O)C=C2)=CC,6.886
C12CC(CC1=CC)C=C2,5.061
C(#CC#CC=CC(CO)Cl)C#CC=CC,5.657
C1=C(C=CC=C1)C#CC#CC=CC,6.122
ClC1=CC=C(NC(C=CC)=O)C=C1Cl,4.917
C(=CC(C)=O)C,1.945
O=S1(=O)N=C(C=CC)NC=2C1=CC=C(Cl)C=2,3.048
C(C=CC)=CC,4.389
OC(=O)C=CC=CC,2.611
C(C)=CCCCCC,5.566
C1(N(COCC=CC)C(=O)CCl)=C(CC)C=CC=C1CC,5.06
C(C(O)CN1C=CN=C1[N+]([O-])=O)OC=CC,1.557
N=C1NC(=N)C(=CN1)CC=2C=C(OCC)C(C=CC)=C(C=2)OC,4.459
C1(=CC=C(C=C1OC)C=CC)O,4.845
C(=CC=1C=CC=CC=1)C,4.466
C1(=CC=CS1)C=2C(CC(NC(=O)C=3C=CC=CC=3)C(N=CC)=O)=CN(C4=CC=CC=C4)N=2,7.6
N(C(=O)C1C(C(=O)NCC)C2CC1CC2)=CC,1.868
[NH+](=CC(NCC(N=CC)=O)=O)[NH-],0.685
CC=NC(NC(C(C#N)NOC)=O)=O,2.005
CC=NN(C1=CC=CC=C1)C(C2=CC=C(C)C=C2)=O,5.959
CC=NN(C1=CC=CC=C1)C(C2=CC=C(C=C2)OC)=O,5.196
[N+]([O-])(=O)C1=CC=C(C=C1)C(N(N=CC)C2=CC=CC=C2)=O,4.43
O=C(C1=CC=CC=C1)N(C2=CC=CC=C2)N=CC,4.012
C(=NP(N=CC)(NC(=O)C=1C=CC(=CC=1)OC)=O)C,2.619
C(=NP(N=CC)(NC(C1=CC=CC(OC)=C1)=O)=O)C,2.771
C=1C=CC(=CC=1)C=C([N+](=O)[O-])CC,4.099
C1(=O)N(CC=2OC=CC=2)C(=NN=C(CC)C3=CC=CC=C3)SC1C,6.091
C1=CC=C(C=C1)C(C=2C=CC=CC=2)(CC(C)N(C)C)C(=O)CC,5.279
O=S(=O)(CC(C1=CC=C(C=C1)C)C(CC)=O)C=2C=CC(C)=CC=2,4.815
O=S(=O)(C1=CC=C(C)C=C1)CC(C2=CC=C(C=C2)Cl)C(CC)=O,4.473
O=S(=O)(CC(C1=CC=C(C=C1)OC)C(CC)=O)C2=CC=C(C)C=C2,4.571
O=S(=O)(CC(C1=CC=CC=C1)C(CC)=O)C2=CC=C(C)C=C2,3.621
O=S(=O)(C1=CC=CC=C1)CC(C=2C=CC(=CC=2)C)C(CC)=O,3.906
O=S(=O)(C1=CC=CC=C1)CC(C2=CC=C(C=C2)Cl)C(CC)=O,3.896
O=S(=O)(C1=CC=CC=C1)CC(C2=CC=C(C=C2)OC)C(CC)=O,3.941
O=S(=O)(CC(C=1C=CC=CC=1)C(=O)CC)C=2C=CC=CC=2,3.421
C=12CCC3(C(C)(C(=O)CC)CCC3C=1CCC=4CC(=O)CCC2=4)C,5.7669999999999995
C1CN(CCC1(C(=O)CC)C2=CC=CC(O)=C2)C,2.605
CC(C)(C)C(OC1=CC(C2(CCN(CC2)C)C(CC)=O)=CC=C1)=O,3.897
CC(C)(C)CC(OC=1C=CC=C(C2(CCN(CC2)C)C(CC)=O)C=1)=O,3.615
CC(C)OC(=O)OC1=CC(C2(CCN(CC2)C)C(CC)=O)=CC=C1,2.968
C1CC(CCN1C)(C=2C=C(C=CC=2)OC(OC)=O)C(CC)=O,2.482
C1CC(CCN1C)(C(CC)=O)C=2C=C(OC(=O)OCC(C)C)C=CC=2,4.053
C1CC(CCN1C)(C(CC)=O)C=2C=C(C=CC=2)OC(=O)C3=CC=CC=C3,3.018
CCC(=O)CC(CC)=O,3.014
O1C(=C([N+]([O-])=O)C=C1)C=CC=2N(CC(=O)CC)C=CN=2,2.678
CN(C)C(CC)=O,1.721
C(C)(=NOC(=O)N(C)SN(C(CC)=O)C)SC,2.394
CC1(C)CC2=C(O1)C(=CC=C2)OC(=O)N(SN(C)C(=O)CC)C,4.491
CN(C)S(=O)(=O)C=1C=CC(=CC=1)N(C(CC)=O)C,2.288
O(C(C1(C(C)CN(CC1)CCC=2C=CC=CC=2)N(C3=CC=CC=C3)C(CC)=O)=O)C,5.765
C1CC(CCN1CCN2C(=O)N(N=N2)CC)(COC)N(C(CC)=O)C3=CC=CC=C3,3.244
C1CN(CCC1N(C(=O)CC)C2=CC=CC=C2)CCC=3C=CC=CC=3,5.572
C=1C(=C(C(=CC=1)C2N(C(CC)=O)N=C(C2)C=3C=CC(C4=NN(C(CC)=O)C(C=5C(=C(C=CC=5)OC)OC)C4)=CC=3)OC)OC,4.774
C1CCC1C(=O)NC(=O)CC,1.468
C(C(NN)=O)C,0.603
ClC1=CC=C(C=C1Cl)NC(CC)=O,4.492
C(C)C(=O)O,1.669
C(C)C(OC)=O,2.139
C1C2CC3CC1(CC(C2)C3)NC(=O)C(OC(CC)=O)C=4C=CC=CC=4,5.289
O=C(O)C=1N2C(C(NC(C(OC(=O)CC)C=3C=CC=CC=3)=O)C2=O)SCC=1C,3.33425
CN(C)CC(C(OC(CC)=O)(CC1=CC=CC=C1)C2=CC=CC=C2)C,5.63
C12(CC(C3(F)C(C1CC(C2(C(CBr)=O)OC(=O)CC)C)CC=C4CC(=O)C=CC34C)=O)C,4.959
C=1C2(C3(Cl)C(C4C(CC3O)(C(C(CCl)=O)(C(C)C4)OC(=O)CC)C)CC=C2CC(=O)C=1)C,3.797
C12(CC(C3(F)C(C1CC(C2(C(CCl)=O)OC(=O)CC)C)CC=C4CC(=O)C=CC34C)=O)C,5.789
C=1C2(C)C3(C(CC4(C(C(CCl)=O)(C(C)CC4C3CC=C2CC(=O)C=1)OC(=O)CC)C)O)F,4.984
CC1C(C2(C)C(C3CC=C4C(C)(C=CC(=O)C4)C3C(=O)C2)C1)(C(CCl)=O)OC(CC)=O,5.163
C12C(CC=C3CC(=O)C=CC13C)C4C(CC2O)(C(C(CCl)=O)(C(C)C4)OC(=O)CC)C,4.921
C1(=C2C(C)(C3(C(CC4(C(C(C)CC4C3C1)(C(=O)CO)OC(=O)CC)C)O)F)C=C(C(C2)=O)Cl)F,4.465
OCC(=O)C1(CCC2C3C(C(O)CC12C)C4(CCC(CC4=CC3)=O)C)OC(CC)=O,4.406
C12(CC(C3(F)C(C1CC(C2(OC(=O)CC)C(=O)C)C)CC=C4CC(=O)C=CC34C)=O)C,4.731
C=1C2(C)C3(C(CC4(C(C(C)CC4C3CC=C2CC(=O)C=1)(OC(=O)CC)C(=O)C)C)O)F,4.392
C1N(C)C(C(C)C(OC(=O)CC)(C1)C2=CC=CC=C2)C,5.236
C(OC(=O)CC)C(=O)C1(C(CC2C3CC(=C4CC(C(=CC4(C3(F)C(O)CC12C)C)Cl)=O)F)C)OC(CC)=O,5.703
C(OC(=O)CC)C(=O)C1(C(C)CC2C3C(C4(C(CC(=O)C=C4)=CC3)C)(C(O)CC12C)F)OC(CC)=O,5.861
C1C(OC(C1O)COC(=O)CC)N2C=C(C(NC2=O)=O)I,2.47
C=1C2=NN(N=C2C=CC=1)CCCOC(CC)=O,3.568
C(OC(=O)CC)COC=1C(=CC(C=NO)=CC=1)OC,2.972
C(OC(=O)CC)COC=1C(=CC(=CC=1)C=O)OC,3.212
C1=CC=CC=C1C2(C=3C=CC=CC=3)C(=O)N(C(=O)N2)COC(CC)=O,4.432
O=S(=O)(C1=C(C=C(NCC=2OC=CC=2)C(C(=O)OCOC(CC)=O)=C1)Cl)N,4.421
C(OC(=O)CC)OC(C=1C(=O)C=2C(N(C=1)CC)=NC(C)=CC=2)=O,3.349
C(CC)(OC1=C(C(=C(C2=C1C=CC=C2)OC(CC)=O)OC)OC)=O,4.978
O(C1=CC=CC=C1C(O)=O)C(CC)=O,2.972
C=1C(=CC=C(C(CC)=O)C=1)O,3.215
O(C1=CC=C(C(CC)=O)C=C1)C(NC)=O,2.992
C(S(=O)C1=CC=C(C=C1[N+]([O-])=O)C(CC)=O)C,4.206
CN(C)C(C)CN1C2=CC(=CC=C2SC3=CC=CC=C13)C(CC)=O,6.278
O(C(NC)=O)C=1C=CC=C(C=1)C(CC)=O,4.145333333333333
C=1C=CC=CC=1C(CC)=O,4.041
C1=CC(C(CC)=O)=CC=N1,2.018
C1CC(CCN1CCC(C2=CC=CC=C2)C3=CC=CC=C3)N4C=5C=CC=CC=5N(C(CC)=O)C4=O,6.284
C1CC(CCN1CCC(C2=CC=CC=C2)C3=CC=CC=C3)N4C=5C=CC=CC=5N(C(CC)=O)C4=O.N6=C7C=CC=CN7C(C=8CCCC6=8)=O,7.015
